1,6,0.75,1
1,9,0.66667,2
1,10,1,3
1,13,0.75,4
2,4,0.4375,5
2,5,0.58333,6
2,6,0.33333,7
2,7,0.58333,8
2,8,1,9
2,9,0.5,10
2,13,0.58333,11
2,15,0.64583,12
2,16,0.18333,13
2,17,0.16667,14
3,4,0.8125,15
3,6,0.5,16
3,7,0.18056,17
3,8,0.1875,18
3,11,0.5,19
3,13,0.375,20
3,14,0.5,21
3,15,0.375,22
3,16,1,23
3,17,0.41667,24
4,6,0.375,25
4,7,1,26
4,8,0.5625,27
4,9,0.22917,28
4,12,0.5625,29
4,13,0.3125,30
4,15,0.8125,31
4,16,0.4875,32
4,17,0.29167,33
5,7,0.55556,34
5,8,0.5625,35
5,15,0.5625,36
6,9,0.83333,37
6,10,0.75,38
6,12,0.75,39
6,13,0.5,40
6,17,0.33333,41
7,8,0.70139,42
7,12,0.55556,43
7,13,0.36111,44
7,15,0.59028,45
8,12,0.5625,46
8,15,0.5625,47
8,16,0.3875,48
8,17,0.8125,49
9,12,0.66667,50
9,13,0.41667,51
11,12,0.75,52
11,14,0.75,53
11,16,0.8,54
11,17,0.41667,55
12,16,0.6,56
12,17,0.58333,57
13,15,0.3125,58
13,16,0.35,59
14,16,0.45,60
15,16,0.675,61
15,17,0.66667,62
16,17,0.73333,63
